arm,spare_pairs,spare_qubits,n,n_pairs,occupancy_of_matching_capacity,occupancy_of_device,seed,optimization_level,repeat,elapsed_since_start_s,n_pairs_required,embedding_feasible,matching_relative_slack,device_qubits,is_bipartite,bipartite_size_a,bipartite_size_b,bipartite_imbalance,max_matching_pairs,perfect_matching_exists,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,cpu_model,platform,python_version,qiskit_version,device,device_qubits_total,gates_per_pair,seed_transpiler
no_errors,8,16,96,48,0.8571428571428571,0.7218045112781954,0,3,0,11.366843499999959,48,True,8,133,True,56,77,21,56,False,50.111099999412545,31.79788589477539,0.0,47.55806922912598,0.6345477527962499,31.79788589477539,0.0,0.0,0.0,VF2Layout,31.79788589477539,26,solution found,no better solution found,True,True,144,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,8,16,96,48,0.8571428571428571,0.7218045112781954,0,3,1,11.42035080000096,48,True,8,133,True,56,77,21,56,False,50.31330000019807,31.64362907409668,0.0,31.64362907409668,0.6289316954755921,31.64362907409668,0.0,0.0,0.0,VF2Layout,31.64362907409668,26,solution found,no better solution found,True,True,144,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,8,16,96,48,0.8571428571428571,0.7218045112781954,1,3,0,11.782340900001145,48,True,8,133,True,56,77,21,56,False,186.23200000001816,175.13132095336914,0.0,175.13132095336914,0.9403932780260753,31.859159469604492,0.0,143.27216148376465,0.0,VF2PostLayout,143.27216148376465,27,solution found,solution found,True,True,144,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,8,16,96,48,0.8571428571428571,0.7218045112781954,1,3,1,11.97199290000026,48,True,8,133,True,56,77,21,56,False,182.97660000098404,169.94500160217285,0.0,174.57318305969238,0.9287799729651709,34.04688835144043,0.0,135.89811325073242,0.0,VF2PostLayout,135.89811325073242,27,solution found,solution found,True,True,144,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,8,16,96,48,0.8571428571428571,0.7218045112781954,1,3,0,12.211796999999933,48,True,8,133,True,56,77,21,56,False,56.84990000008838,47.72019386291504,0.0,47.72019386291504,0.8394068215219526,47.72019386291504,0.0,0.0,0.0,VF2Layout,47.72019386291504,26,solution found,no better solution found,True,True,144,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,8,16,96,48,0.8571428571428571,0.7218045112781954,1,3,1,12.272104800000307,48,True,8,133,True,56,77,21,56,False,61.24160000035772,32.056331634521484,0.0,47.9121208190918,0.5234404658652654,32.056331634521484,0.0,0.0,0.0,VF2Layout,32.056331634521484,26,solution found,no better solution found,True,True,144,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,8,16,96,48,0.8571428571428571,0.7218045112781954,2,3,0,12.652518800001417,48,True,8,133,True,56,77,21,56,False,186.01789999956964,170.47405242919922,0.0,187.76583671569824,0.9164389686669596,31.644582748413086,0.0,138.82946968078613,0.0,VF2PostLayout,138.82946968078613,27,solution found,solution found,True,True,144,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,8,16,96,48,0.8571428571428571,0.7218045112781954,2,3,1,12.84192450000046,48,True,8,133,True,56,77,21,56,False,181.98389999997744,158.54835510253906,0.0,174.31974411010742,0.871221877883476,31.615495681762695,0.0,126.93285942077637,0.0,VF2PostLayout,126.93285942077637,27,solution found,solution found,True,True,144,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,8,16,96,48,0.8571428571428571,0.7218045112781954,2,3,0,13.084746900000027,48,True,8,133,True,56,77,21,56,False,56.01149999893096,34.00921821594238,0.0,47.75404930114746,0.6071827788327663,34.00921821594238,0.0,0.0,0.0,VF2Layout,34.00921821594238,26,solution found,no better solution found,True,True,144,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,8,16,96,48,0.8571428571428571,0.7218045112781954,2,3,1,13.144125599999825,48,True,8,133,True,56,77,21,56,False,50.93529999976454,31.772136688232422,0.0,43.97273063659668,0.623774409660477,31.772136688232422,0.0,0.0,0.0,VF2Layout,31.772136688232422,26,solution found,no better solution found,True,True,144,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
