family,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
random_regular,60,3,2,40,0.9523809523809523,20,1,3,0,95.90386949999811,21,20,True,True,1,82.91580000150134,64.07332420349121,0.0,75.21700859069824,0.7727516854728659,54.9008846282959,9.172439575195312,0.0,0.0,VF2Layout,54.9008846282959,25,nonexistent solution,no better solution found,True,True,294,150,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,60,3,2,40,0.9523809523809523,20,1,3,1,95.99067019999711,21,20,True,True,1,79.57560000068042,61.62142753601074,0.0,83.28485488891602,0.7743759083875439,50.278425216674805,11.343002319335938,0.0,0.0,VF2Layout,50.278425216674805,25,nonexistent solution,no better solution found,True,True,294,150,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,60,3,2,40,0.9523809523809523,20,2,3,0,96.27795999999944,21,20,True,True,1,22.645699998975033,7.109642028808594,0.0,16.335248947143555,0.31395108250707127,0.0,7.109642028808594,0.0,0.0,TwoQubitPeepholeOptimization,7.779836654663086,25,nonexistent solution,no better solution found,True,True,297,139,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,60,3,2,40,0.9523809523809523,20,2,3,1,96.30435249999937,21,20,True,True,1,21.687499996914994,18.55635643005371,0.0,18.55635643005371,0.8556245041011328,0.0,18.55635643005371,0.0,0.0,SabreLayout,18.55635643005371,25,nonexistent solution,no better solution found,True,True,297,139,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,39,39,2,40,0.9523809523809523,20,0,3,0,96.46439889999965,21,20,True,True,1,18.034000000625383,7.5817108154296875,0.0,15.234708786010742,0.42041204475805527,0.0,0.0,7.5817108154296875,0.0,ConsolidateBlocks,7.652997970581055,26,nonexistent solution,no better solution found,True,True,207,605,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,39,39,2,40,0.9523809523809523,20,0,3,1,96.48510749999696,21,20,True,True,1,16.732600000977982,0.0,0.0,16.739606857299805,0.0,0.0,0.0,0.0,0.0,BasisTranslator,14.777421951293945,26,nonexistent solution,no better solution found,True,True,207,605,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,39,39,2,40,0.9523809523809523,20,1,3,0,96.64511839999977,21,20,True,True,1,17.91410000078031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ContainsInstruction,0.0,26,nonexistent solution,no better solution found,True,True,207,605,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,39,39,2,40,0.9523809523809523,20,1,3,1,96.66561349999756,21,20,True,True,1,16.46729999993113,0.0,0.0,7.54547119140625,0.0,0.0,0.0,0.0,0.0,Split2QUnitaries,7.54547119140625,26,nonexistent solution,no better solution found,True,True,207,605,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,39,39,2,40,0.9523809523809523,20,2,3,0,96.82677369999874,21,20,True,True,1,19.00279999972554,0.0,0.0,0.9734630584716797,0.0,0.0,0.0,0.0,0.0,HighLevelSynthesis,0.9734630584716797,26,nonexistent solution,no better solution found,True,True,207,605,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,39,39,2,40,0.9523809523809523,20,2,3,1,96.84829739999986,21,20,True,True,1,15.882099996815668,0.0,0.0,13.522148132324219,0.0,0.0,0.0,0.0,0.0,TwoQubitPeepholeOptimization,13.522148132324219,26,nonexistent solution,no better solution found,True,True,207,605,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,19,1,4,38,0.9047619047619048,19,0,3,0,96.95532629999798,21,19,True,True,2,23.309899999730987,16.390323638916016,0.0,16.390323638916016,0.7031486037737258,16.390323638916016,0.0,0.0,0.0,VF2Layout,16.390323638916016,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,19,1,4,38,0.9047619047619048,19,0,3,1,96.98079249999864,21,19,True,True,2,26.300900000933325,17.093181610107422,0.0,17.093181610107422,0.6499086194579214,17.093181610107422,0.0,0.0,0.0,VF2Layout,17.093181610107422,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,19,1,4,38,0.9047619047619048,19,1,3,0,97.09623719999945,21,19,True,True,2,23.26570000150241,0.0,0.0,16.023635864257812,0.0,0.0,0.0,0.0,0.0,TwoQubitPeepholeOptimization,15.18559455871582,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,19,1,4,38,0.9047619047619048,19,1,3,1,97.12085669999942,21,19,True,True,2,26.668599999538856,17.03667640686035,0.0,17.03667640686035,0.6388290501621736,17.03667640686035,0.0,0.0,0.0,VF2Layout,17.03667640686035,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,19,1,4,38,0.9047619047619048,19,2,3,0,97.2315153999989,21,19,True,True,2,26.228099999570986,16.129255294799805,0.0,16.129255294799805,0.614960873836215,16.129255294799805,0.0,0.0,0.0,VF2Layout,16.129255294799805,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,19,1,4,38,0.9047619047619048,19,2,3,1,97.25905239999702,21,19,True,True,2,22.915499997907318,17.427444458007812,0.0,31.30936622619629,0.7605090205144691,2.754688262939453,0.0,14.67275619506836,0.0,VF2PostLayout,14.67275619506836,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,37,2,4,38,0.9047619047619048,19,0,3,0,97.43630949999715,21,19,True,True,2,34.33910000239848,20.855426788330078,0.0,24.93143081665039,0.6073376060197673,20.855426788330078,0.0,0.0,0.0,VF2Layout,20.855426788330078,26,solution found,no better solution found,True,True,111,412,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,37,2,4,38,0.9047619047619048,19,0,3,1,97.47276829999828,21,19,True,True,2,33.08359999937238,33.6003303527832,0.0,33.6003303527832,1.01561892760826,33.6003303527832,0.0,0.0,0.0,VF2Layout,33.6003303527832,26,solution found,no better solution found,True,True,111,412,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,37,2,4,38,0.9047619047619048,19,1,3,0,97.6540326999966,21,19,True,True,2,35.19779999987804,32.55057334899902,0.0,33.53524208068848,0.9247899967927486,31.67867660522461,0.0,0.0,0.0,VF2Layout,31.67867660522461,26,solution found,no better solution found,True,True,111,412,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,37,2,4,38,0.9047619047619048,19,1,3,1,97.69155129999854,21,19,True,True,2,33.675599999696715,16.722917556762695,0.0,33.07795524597168,0.496588555420343,16.722917556762695,0.0,0.0,0.0,VF2Layout,16.722917556762695,26,solution found,no better solution found,True,True,111,412,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,37,2,4,38,0.9047619047619048,19,2,3,0,97.88119589999769,21,19,True,True,2,33.73250000004191,16.918420791625977,0.0,16.918420791625977,0.5015466031751266,16.918420791625977,0.0,0.0,0.0,VF2Layout,16.918420791625977,26,solution found,no better solution found,True,True,111,412,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,37,2,4,38,0.9047619047619048,19,2,3,1,97.9169968999995,21,19,True,True,2,33.041599999705795,17.09771156311035,0.0,32.29165077209473,0.5174601582024657,16.4794921875,0.0,0.6182193756103516,0.0,VF2Layout,16.4794921875,26,solution found,no better solution found,True,True,111,412,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,57,3,4,38,0.9047619047619048,19,0,3,0,98.15926639999816,21,19,True,True,2,31.491599998844322,16.676902770996094,0.0,38.79141807556152,0.5295667026003157,0.0,9.834051132202148,6.842851638793945,0.0,InverseCancellation,15.677928924560547,25,nonexistent solution,no better solution found,True,True,261,174,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,57,3,4,38,0.9047619047619048,19,0,3,1,98.19415179999851,21,19,True,True,2,31.805700000404613,16.57700538635254,0.0,17.201900482177734,0.521196055617127,0.0,11.502742767333984,5.074262619018555,0.0,SabreLayout,11.502742767333984,25,nonexistent solution,no better solution found,True,True,261,174,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,57,3,4,38,0.9047619047619048,19,1,3,0,98.42573379999885,21,19,True,True,2,19.77140000235522,4.369258880615234,0.0,21.1641788482666,0.22098884652046677,0.0,4.369258880615234,0.0,0.0,InverseCancellation,15.539407730102539,25,nonexistent solution,no better solution found,True,True,267,205,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,57,3,4,38,0.9047619047619048,19,1,3,1,98.44895209999959,21,19,True,True,2,20.688300002802862,11.490821838378906,0.0,17.017126083374023,0.5554261025227846,0.0,11.490821838378906,0.0,0.0,SabreLayout,11.490821838378906,25,nonexistent solution,no better solution found,True,True,267,205,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,57,3,4,38,0.9047619047619048,19,2,3,0,98.67326319999847,21,19,True,True,2,20.262400001229253,2.546548843383789,0.0,16.332626342773438,0.12567853972033413,0.0,2.546548843383789,0.0,0.0,ConsolidateBlocks,13.786077499389648,25,nonexistent solution,no better solution found,True,True,300,186,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,57,3,4,38,0.9047619047619048,19,2,3,1,98.69713809999666,21,19,True,True,2,21.423400001367554,10.155677795410156,0.0,16.453981399536133,0.47404603353164637,0.0,10.155677795410156,0.0,0.0,SabreLayout,10.155677795410156,25,nonexistent solution,no better solution found,True,True,300,186,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,37,37,4,38,0.9047619047619048,19,0,3,0,98.86783269999796,21,19,True,True,2,27.978300000540912,15.103816986083984,0.0,24.954795837402344,0.5398404115257889,0.0,0.0,15.103816986083984,0.0,VF2PostLayout,15.103816986083984,26,nonexistent solution,no better solution found,True,True,174,547,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,37,37,4,38,0.9047619047619048,19,0,3,1,98.8983167999977,21,19,True,True,2,28.038699998433003,16.690492630004883,0.0,16.690492630004883,0.5952662794971829,0.0,0.0,16.690492630004883,0.0,VF2PostLayout,16.690492630004883,26,nonexistent solution,no better solution found,True,True,174,547,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,37,37,4,38,0.9047619047619048,19,1,3,0,99.06963669999823,21,19,True,True,2,26.49079999901005,15.343666076660156,0.0,15.343666076660156,0.5792073503719609,0.0,0.0,15.343666076660156,0.0,VF2PostLayout,15.343666076660156,26,nonexistent solution,no better solution found,True,True,174,547,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,37,37,4,38,0.9047619047619048,19,1,3,1,99.09849589999794,21,19,True,True,2,26.77910000056727,16.77417755126953,0.0,16.77417755126953,0.6263906386291622,0.0,0.0,16.77417755126953,0.0,VF2PostLayout,16.77417755126953,26,nonexistent solution,no better solution found,True,True,174,547,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,37,37,4,38,0.9047619047619048,19,2,3,0,99.27625629999966,21,19,True,True,2,26.21519999956945,0.0,0.0,16.28255844116211,0.0,0.0,0.0,0.0,0.0,RemoveIdentityEquivalent,13.541221618652344,26,nonexistent solution,no better solution found,True,True,174,547,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,37,37,4,38,0.9047619047619048,19,2,3,1,99.30486949999977,21,19,True,True,2,27.767599996877834,16.787052154541016,0.0,31.737327575683594,0.6045553867251234,0.0,0.0,16.787052154541016,0.0,VF2PostLayout,16.787052154541016,26,nonexistent solution,no better solution found,True,True,174,547,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
